source_db,source_dataset,organism,is_cell_line,cell_line_name,perturbation_type,treatment,disease,n_cells_approx,n_perturbations,sequencing_platform,library_prep,modality,accession,data_url,publication,notes
Tahoe-100M,Tahoe-100M_Ramos,Homo sapiens,True,Ramos,small_molecule,"Kinase inhibitors (RTK, CDK, MAPK, PI3K, JAK), HDAC inhibitors, BET bromodomain inhibitors, DNA damage agents (topoisomerase inhibitors, alkylating agents), Proteasome inhibitors, MDM2 inhibitors, Hormone pathway (AR antagonists, ER modulators), Immunomodulators, Anti-metabolites, Cell-cycle regulators, Apoptosis modulators (BCL-2 family), Epigenetic drugs (DNMT inhibitors), Natural products",Burkitt's lymphoma,,1500.0,10x Genomics Chromium FLEX (fixed RNA profiling),10x Genomics Chromium FLEX (GEM-X chemistry); fixed cells multiplexed,scRNA-seq,10.1038/s41587-025-02672-y,https://lamin.ai/laminlabs/pertdata,"insitro / Tahoe-100M consortium 2025 (Nature Biotechnology, 10.1038/s41587-025-02672-y)",Tissue: Blood. Multiple doses (3–4 concentrations) and time points (24–48 h). DMSO vehicle control included. Public access via AWS S3: s3://tahoe-100m/ and laminlabs/pertdata.
Tahoe-100M,Tahoe-100M_HEK293,Homo sapiens,True,HEK293,small_molecule,"Kinase inhibitors (RTK, CDK, MAPK, PI3K, JAK), HDAC inhibitors, BET bromodomain inhibitors, DNA damage agents (topoisomerase inhibitors, alkylating agents), Proteasome inhibitors, MDM2 inhibitors, Hormone pathway (AR antagonists, ER modulators), Immunomodulators, Anti-metabolites, Cell-cycle regulators, Apoptosis modulators (BCL-2 family), Epigenetic drugs (DNMT inhibitors), Natural products",Normal kidney (transformed),,1500.0,10x Genomics Chromium FLEX (fixed RNA profiling),10x Genomics Chromium FLEX (GEM-X chemistry); fixed cells multiplexed,scRNA-seq,10.1038/s41587-025-02672-y,https://lamin.ai/laminlabs/pertdata,"insitro / Tahoe-100M consortium 2025 (Nature Biotechnology, 10.1038/s41587-025-02672-y)",Tissue: Kidney. Multiple doses (3–4 concentrations) and time points (24–48 h). DMSO vehicle control included. Public access via AWS S3: s3://tahoe-100m/ and laminlabs/pertdata.
Tahoe-100M,Tahoe-100M_U2OS,Homo sapiens,True,U2OS,small_molecule,"Kinase inhibitors (RTK, CDK, MAPK, PI3K, JAK), HDAC inhibitors, BET bromodomain inhibitors, DNA damage agents (topoisomerase inhibitors, alkylating agents), Proteasome inhibitors, MDM2 inhibitors, Hormone pathway (AR antagonists, ER modulators), Immunomodulators, Anti-metabolites, Cell-cycle regulators, Apoptosis modulators (BCL-2 family), Epigenetic drugs (DNMT inhibitors), Natural products",Osteosarcoma,,1500.0,10x Genomics Chromium FLEX (fixed RNA profiling),10x Genomics Chromium FLEX (GEM-X chemistry); fixed cells multiplexed,scRNA-seq,10.1038/s41587-025-02672-y,https://lamin.ai/laminlabs/pertdata,"insitro / Tahoe-100M consortium 2025 (Nature Biotechnology, 10.1038/s41587-025-02672-y)",Tissue: Bone. Multiple doses (3–4 concentrations) and time points (24–48 h). DMSO vehicle control included. Public access via AWS S3: s3://tahoe-100m/ and laminlabs/pertdata.
Tahoe-100M,Tahoe-100M_HeLa,Homo sapiens,True,HeLa,small_molecule,"Kinase inhibitors (RTK, CDK, MAPK, PI3K, JAK), HDAC inhibitors, BET bromodomain inhibitors, DNA damage agents (topoisomerase inhibitors, alkylating agents), Proteasome inhibitors, MDM2 inhibitors, Hormone pathway (AR antagonists, ER modulators), Immunomodulators, Anti-metabolites, Cell-cycle regulators, Apoptosis modulators (BCL-2 family), Epigenetic drugs (DNMT inhibitors), Natural products",Cervical cancer,,1500.0,10x Genomics Chromium FLEX (fixed RNA profiling),10x Genomics Chromium FLEX (GEM-X chemistry); fixed cells multiplexed,scRNA-seq,10.1038/s41587-025-02672-y,https://lamin.ai/laminlabs/pertdata,"insitro / Tahoe-100M consortium 2025 (Nature Biotechnology, 10.1038/s41587-025-02672-y)",Tissue: Cervix. Multiple doses (3–4 concentrations) and time points (24–48 h). DMSO vehicle control included. Public access via AWS S3: s3://tahoe-100m/ and laminlabs/pertdata.
Tahoe-100M,Tahoe-100M_A375,Homo sapiens,True,A375,small_molecule,"Kinase inhibitors (RTK, CDK, MAPK, PI3K, JAK), HDAC inhibitors, BET bromodomain inhibitors, DNA damage agents (topoisomerase inhibitors, alkylating agents), Proteasome inhibitors, MDM2 inhibitors, Hormone pathway (AR antagonists, ER modulators), Immunomodulators, Anti-metabolites, Cell-cycle regulators, Apoptosis modulators (BCL-2 family), Epigenetic drugs (DNMT inhibitors), Natural products",Melanoma (BRAF V600E),,1500.0,10x Genomics Chromium FLEX (fixed RNA profiling),10x Genomics Chromium FLEX (GEM-X chemistry); fixed cells multiplexed,scRNA-seq,10.1038/s41587-025-02672-y,https://lamin.ai/laminlabs/pertdata,"insitro / Tahoe-100M consortium 2025 (Nature Biotechnology, 10.1038/s41587-025-02672-y)",Tissue: Skin. Multiple doses (3–4 concentrations) and time points (24–48 h). DMSO vehicle control included. Public access via AWS S3: s3://tahoe-100m/ and laminlabs/pertdata.
Tahoe-100M,Tahoe-100M_SK-MEL-28,Homo sapiens,True,SK-MEL-28,small_molecule,"Kinase inhibitors (RTK, CDK, MAPK, PI3K, JAK), HDAC inhibitors, BET bromodomain inhibitors, DNA damage agents (topoisomerase inhibitors, alkylating agents), Proteasome inhibitors, MDM2 inhibitors, Hormone pathway (AR antagonists, ER modulators), Immunomodulators, Anti-metabolites, Cell-cycle regulators, Apoptosis modulators (BCL-2 family), Epigenetic drugs (DNMT inhibitors), Natural products",Melanoma,,1500.0,10x Genomics Chromium FLEX (fixed RNA profiling),10x Genomics Chromium FLEX (GEM-X chemistry); fixed cells multiplexed,scRNA-seq,10.1038/s41587-025-02672-y,https://lamin.ai/laminlabs/pertdata,"insitro / Tahoe-100M consortium 2025 (Nature Biotechnology, 10.1038/s41587-025-02672-y)",Tissue: Skin. Multiple doses (3–4 concentrations) and time points (24–48 h). DMSO vehicle control included. Public access via AWS S3: s3://tahoe-100m/ and laminlabs/pertdata.
Tahoe-100M,Tahoe-100M_U87,Homo sapiens,True,U87,small_molecule,"Kinase inhibitors (RTK, CDK, MAPK, PI3K, JAK), HDAC inhibitors, BET bromodomain inhibitors, DNA damage agents (topoisomerase inhibitors, alkylating agents), Proteasome inhibitors, MDM2 inhibitors, Hormone pathway (AR antagonists, ER modulators), Immunomodulators, Anti-metabolites, Cell-cycle regulators, Apoptosis modulators (BCL-2 family), Epigenetic drugs (DNMT inhibitors), Natural products",Glioblastoma,,1500.0,10x Genomics Chromium FLEX (fixed RNA profiling),10x Genomics Chromium FLEX (GEM-X chemistry); fixed cells multiplexed,scRNA-seq,10.1038/s41587-025-02672-y,https://lamin.ai/laminlabs/pertdata,"insitro / Tahoe-100M consortium 2025 (Nature Biotechnology, 10.1038/s41587-025-02672-y)",Tissue: Brain. Multiple doses (3–4 concentrations) and time points (24–48 h). DMSO vehicle control included. Public access via AWS S3: s3://tahoe-100m/ and laminlabs/pertdata.
Tahoe-100M,Tahoe-100M_PANC1,Homo sapiens,True,PANC1,small_molecule,"Kinase inhibitors (RTK, CDK, MAPK, PI3K, JAK), HDAC inhibitors, BET bromodomain inhibitors, DNA damage agents (topoisomerase inhibitors, alkylating agents), Proteasome inhibitors, MDM2 inhibitors, Hormone pathway (AR antagonists, ER modulators), Immunomodulators, Anti-metabolites, Cell-cycle regulators, Apoptosis modulators (BCL-2 family), Epigenetic drugs (DNMT inhibitors), Natural products",Pancreatic cancer,,1500.0,10x Genomics Chromium FLEX (fixed RNA profiling),10x Genomics Chromium FLEX (GEM-X chemistry); fixed cells multiplexed,scRNA-seq,10.1038/s41587-025-02672-y,https://lamin.ai/laminlabs/pertdata,"insitro / Tahoe-100M consortium 2025 (Nature Biotechnology, 10.1038/s41587-025-02672-y)",Tissue: Pancreas. Multiple doses (3–4 concentrations) and time points (24–48 h). DMSO vehicle control included. Public access via AWS S3: s3://tahoe-100m/ and laminlabs/pertdata.
Tahoe-100M,Tahoe-100M_MiaPaCa-2,Homo sapiens,True,MiaPaCa-2,small_molecule,"Kinase inhibitors (RTK, CDK, MAPK, PI3K, JAK), HDAC inhibitors, BET bromodomain inhibitors, DNA damage agents (topoisomerase inhibitors, alkylating agents), Proteasome inhibitors, MDM2 inhibitors, Hormone pathway (AR antagonists, ER modulators), Immunomodulators, Anti-metabolites, Cell-cycle regulators, Apoptosis modulators (BCL-2 family), Epigenetic drugs (DNMT inhibitors), Natural products",Pancreatic cancer,,1500.0,10x Genomics Chromium FLEX (fixed RNA profiling),10x Genomics Chromium FLEX (GEM-X chemistry); fixed cells multiplexed,scRNA-seq,10.1038/s41587-025-02672-y,https://lamin.ai/laminlabs/pertdata,"insitro / Tahoe-100M consortium 2025 (Nature Biotechnology, 10.1038/s41587-025-02672-y)",Tissue: Pancreas. Multiple doses (3–4 concentrations) and time points (24–48 h). DMSO vehicle control included. Public access via AWS S3: s3://tahoe-100m/ and laminlabs/pertdata.
Tahoe-100M,Tahoe-100M_OVCAR3,Homo sapiens,True,OVCAR3,small_molecule,"Kinase inhibitors (RTK, CDK, MAPK, PI3K, JAK), HDAC inhibitors, BET bromodomain inhibitors, DNA damage agents (topoisomerase inhibitors, alkylating agents), Proteasome inhibitors, MDM2 inhibitors, Hormone pathway (AR antagonists, ER modulators), Immunomodulators, Anti-metabolites, Cell-cycle regulators, Apoptosis modulators (BCL-2 family), Epigenetic drugs (DNMT inhibitors), Natural products",Ovarian cancer,,1500.0,10x Genomics Chromium FLEX (fixed RNA profiling),10x Genomics Chromium FLEX (GEM-X chemistry); fixed cells multiplexed,scRNA-seq,10.1038/s41587-025-02672-y,https://lamin.ai/laminlabs/pertdata,"insitro / Tahoe-100M consortium 2025 (Nature Biotechnology, 10.1038/s41587-025-02672-y)",Tissue: Ovary. Multiple doses (3–4 concentrations) and time points (24–48 h). DMSO vehicle control included. Public access via AWS S3: s3://tahoe-100m/ and laminlabs/pertdata.
Tahoe-100M,Tahoe-100M_SKOV3,Homo sapiens,True,SKOV3,small_molecule,"Kinase inhibitors (RTK, CDK, MAPK, PI3K, JAK), HDAC inhibitors, BET bromodomain inhibitors, DNA damage agents (topoisomerase inhibitors, alkylating agents), Proteasome inhibitors, MDM2 inhibitors, Hormone pathway (AR antagonists, ER modulators), Immunomodulators, Anti-metabolites, Cell-cycle regulators, Apoptosis modulators (BCL-2 family), Epigenetic drugs (DNMT inhibitors), Natural products",Ovarian serous adenocarcinoma,,1500.0,10x Genomics Chromium FLEX (fixed RNA profiling),10x Genomics Chromium FLEX (GEM-X chemistry); fixed cells multiplexed,scRNA-seq,10.1038/s41587-025-02672-y,https://lamin.ai/laminlabs/pertdata,"insitro / Tahoe-100M consortium 2025 (Nature Biotechnology, 10.1038/s41587-025-02672-y)",Tissue: Ovary. Multiple doses (3–4 concentrations) and time points (24–48 h). DMSO vehicle control included. Public access via AWS S3: s3://tahoe-100m/ and laminlabs/pertdata.
Tahoe-100M,Tahoe-100M_786-O,Homo sapiens,True,786-O,small_molecule,"Kinase inhibitors (RTK, CDK, MAPK, PI3K, JAK), HDAC inhibitors, BET bromodomain inhibitors, DNA damage agents (topoisomerase inhibitors, alkylating agents), Proteasome inhibitors, MDM2 inhibitors, Hormone pathway (AR antagonists, ER modulators), Immunomodulators, Anti-metabolites, Cell-cycle regulators, Apoptosis modulators (BCL-2 family), Epigenetic drugs (DNMT inhibitors), Natural products",Renal cell carcinoma,,1500.0,10x Genomics Chromium FLEX (fixed RNA profiling),10x Genomics Chromium FLEX (GEM-X chemistry); fixed cells multiplexed,scRNA-seq,10.1038/s41587-025-02672-y,https://lamin.ai/laminlabs/pertdata,"insitro / Tahoe-100M consortium 2025 (Nature Biotechnology, 10.1038/s41587-025-02672-y)",Tissue: Kidney. Multiple doses (3–4 concentrations) and time points (24–48 h). DMSO vehicle control included. Public access via AWS S3: s3://tahoe-100m/ and laminlabs/pertdata.
LINCS_L1000,LINCS_L1000_PhaseII_MCF7,Homo sapiens,True,MCF7,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Breast cancer (ER+),,17316.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase II,L1000,GSE70138,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70138,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Breast. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseII_MCF10A,Homo sapiens,True,MCF10A,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Normal mammary epithelium,,17316.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase II,L1000,GSE70138,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70138,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Breast. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseII_MDA-MB-231,Homo sapiens,True,MDA-MB-231,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Triple-negative breast cancer,,17316.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase II,L1000,GSE70138,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70138,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Breast. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseII_SKBR3,Homo sapiens,True,SKBR3,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Breast cancer (HER2+),,17316.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase II,L1000,GSE70138,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70138,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Breast. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseII_A549,Homo sapiens,True,A549,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Non-small cell lung cancer,,17316.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase II,L1000,GSE70138,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70138,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Lung. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseII_HCC515,Homo sapiens,True,HCC515,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Non-small cell lung cancer,,17316.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase II,L1000,GSE70138,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70138,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Lung. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseII_PC3,Homo sapiens,True,PC3,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Prostate cancer (androgen insens.),,17316.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase II,L1000,GSE70138,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70138,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Prostate. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseII_VCAP,Homo sapiens,True,VCAP,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Prostate cancer (TMPRSS2:ERG+),,17316.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase II,L1000,GSE70138,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70138,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Prostate. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseII_A375,Homo sapiens,True,A375,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Melanoma (BRAF V600E),,17316.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase II,L1000,GSE70138,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70138,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Skin. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
LINCS_L1000,LINCS_L1000_PhaseII_HA1E,Homo sapiens,True,HA1E,small_molecule; genetic (siRNA/shRNA/cDNA),"Kinase inhibitors, HDAC inhibitors, DNA-damaging agents, antimitotics, GPCR ligands, ion channel modulators, siRNA/shRNA (genetic) knock-down, cDNA over-expression; ~20,000 total perturbagens across both phases",Normal kidney (hTERT-immortalised),,17316.0,Luminex FlexMap 3D (bead-based),L1000 assay – 978 landmark genes + inferred transcriptome; Phase II,L1000,GSE70138,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE70138,Subramanian et al. 2017 Cell (10.1016/j.cell.2017.10.049); Corsello et al. 2020 Nature Chemical Biology (10.1038/s41589-020-0545-4),Tissue: Kidney. Multiple doses (6 concentrations); 24 h treatment. NOT single-cell – landmark-gene bulk assay. Download from GEO or CLUE portal: https://clue.io/
